Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Tenes guardias,Cuanto cobras por guardia (en tu moneda local),"Porcentaje, bruto o neto",Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a Enero 2016,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion este ano,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio,Beneficios extra
Hombre,Menos de 18 anos,Santa Fe,Menos de un ano,Menos de un ano,HelpDesk,Part-Time,6000,397,Neto,1001,,,,,,No,0,Porcentaje de mi sueldo,1,3,No,No recibo bono,No,0,No,No cambie de empresa,"Laptop;Playroom;Snacks, golosinas, bebidas, etc"
Hombre,18 - 20,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,IT,Full-Time,6000,397,Neto,500,,,,,,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,34 - 36,Provincia de Buenos Aires,8 - 10,5 - 6,Networking,Freelance,6000,397,Bruto,10,,,,,,No,0,Bruto,1,1,Menos de un sueldo,No recibo bono,No,0,No,Salario,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,QA / Tester,Part-Time,6000,397,Bruto,500,,,Mix,softest,,,,,2,3,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Cordoba,1 - 2,Menos de un ano,Servicio tecnico mantenimiento,Freelance,6000,397,Neto,10,,,,,,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa,Horarios flexibles
Hombre,21 - 23,Santa Fe,3 - 5,1 - 2,SysAdmin / DevOps,Freelance,6000,397,Bruto,10,Windows,,,,,No,200,Bruto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Abono de celular y/o Internet;Laptop
Hombre,21 - 23,Rio Negro,3 - 5,3 - 4,SysAdmin / DevOps,Full-Time,6000,397,Neto,10,Linux;Windows;VMWare,,,,,"Si, activa",6000,Neto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Misiones,5 - 7,1 - 2,SysAdmin / DevOps,Full-Time,6000,397,Neto,100,Linux;Windows;OpenStack;VMWare,,,,,No,0,Neto,1,3,No,No recibo bono,No,0,No,No cambie de empresa,Comidas pagas/subvencionadas
Hombre,24 - 26,Chaco,1 - 2,Menos de un ano,SysAdmin / DevOps,Part-Time,6000,397,Bruto,100,Windows,,,,,No,0,Bruto,2,1,No,No recibo bono,No,0,Si,Mayor comodidad,Capacitaciones y/o cursos
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3 - 5,Menos de un ano,tecnico,Freelance,6000,397,Neto,10,,,,,,,,,1,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Provincia de Buenos Aires,10+,1 - 2,tecnico en reparacion de pc,Full-Time,6000,397,Neto,10,,,,,,,,,1,1,No,No recibo bono,No,0,No,Desafios profesionales,Ninguna de las anteriores
Mujer,27 - 30,Mendoza,5 - 7,3 - 4,Designer,Full-Time,6000,397,Neto,10,,,,,,,,,1,1,No,No recibo bono,Uno,10,No,No cambie de empresa,WFH (Trabajar desde casa)
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,6000,397,Neto,50,,CSS;HTML;Java;Javascript;jQuery;PHP;Python,,,,No,0,Bruto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,QA / Tester,Part-Time,6024,399,Bruto,50,,,Funcional,Ninguna de la lista,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Capacitaciones y/o cursos;Horarios flexibles
Hombre,21 - 23,Santa Fe,1 - 2,1 - 2,Developer,Part-Time,6048,400,Neto,50,,C#;HTML;Python;Delphi,,,,No,0,Neto,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,Obra social
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,HelpDesk,Part-Time,6250,414,Neto,50,,,,,,No,0,Porcentaje de mi sueldo,3,4,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,37 - 40,Jujuy,8 - 10,8 - 9,Developer,Part-Time,6300,417,Bruto,1001,,genexus,,,,No,0,Bruto,3,3,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Tucuman,Menos de un ano,Menos de un ano,Soporte tecnico,Part-Time,6300,417,Neto,200,,,,,,,,,4,5,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa,Bonos por desempeno;Capacitaciones y/o cursos;Playroom
Hombre,24 - 26,GBA,Menos de un ano,Menos de un ano,Developer,Part-Time,6400,424,Neto,50,,.NET;C#;Java;Ruby,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,No,0,No,No cambie de empresa,Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,37 - 40,Salta,3 - 5,1 - 2,DBA,Part-Time,6500,430,Neto,10,,,,,MySQL/MariaDB,No,0,Bruto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Designer,Full-Time,6500,430,Bruto,10,,,,,,,,,3,2,No,No recibo bono,No,0,No,Salario,"Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Hombre,18 - 20,GBA,3 - 5,1 - 2,Designer,Full-Time,6500,430,Neto,50,,,,,,,,,2,3,No,No recibo bono,Uno,25,No,No cambie de empresa,"Horarios flexibles;Snacks, golosinas, bebidas, etc"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Developer,Part-Time,6500,430,Neto,10,,C#;CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Bruto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,"Comidas pagas/subvencionadas;Snacks, golosinas, bebidas, etc"
Hombre,21 - 23,GBA,Menos de un ano,Menos de un ano,Developer,Full-Time,6500,430,Neto,100,,"PL, PL SQL+",,,,No,0,Neto,1,2,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Snacks, golosinas, bebidas, etc"
Hombre,21 - 23,GBA,3 - 5,1 - 2,HelpDesk,Full-Time,6500,430,Neto,10,,,,,,No,0,Neto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Comidas pagas/subvencionadas
Hombre,24 - 26,Provincia de Buenos Aires,5 - 7,1 - 2,reparacion y ensablado de pc redes mantenimiento de pc y redes,Full-Time,6500,430,Bruto,10,,,,,,,,,2,3,No,una conexion a internet gratis,Uno,0,No,No cambie de empresa,Abono de celular y/o Internet;Ninguna de las anteriores
Hombre,21 - 23,Cordoba,3 - 5,2 - 3,SysAdmin / DevOps,Part-Time,6500,430,Neto,10,Linux;Windows;VMWare,,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,25,No,No cambie de empresa,Abono de celular y/o Internet;Horarios flexibles;Viaticos
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,SysAdmin / DevOps,Part-Time,6500,430,Neto,500,Windows,,,,,No,0,Porcentaje de mi sueldo,1,1,Menos de un sueldo,Performance grupal,No,0,No,No cambie de empresa,Bonos por desempeno;Clases de idiomas
Mujer,31 - 33,GBA,5 - 7,5 - 6,HelpDesk,Full-Time,6500,430,Neto,10,,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,25,No,No cambie de empresa,Abono de celular y/o Internet;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,Menos de un ano,Developer,Part-Time,6600,437,Neto,50,,Java,,,,No,0,Neto,1,2,No,No recibo bono,Uno,20,No,No cambie de empresa,Clases de idiomas
Hombre,27 - 30,Provincia de Buenos Aires,10+,5 - 6,HelpDesk,Full-Time,6600,437,Neto,200,,,,,,No,0,Porcentaje de mi sueldo,1,2,Menos de un sueldo,Performance individual,Uno,15,No,No cambie de empresa,Capacitaciones y/o cursos;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,18 - 20,Tucuman,1 - 2,1 - 2,SysAdmin / DevOps,Part-Time,6600,437,Bruto,50,Linux;Windows,,,,,No,0,Bruto,2,2,No,No recibo bono,No,0,Si,Mayor comodidad,Horarios flexibles
Mujer,24 - 26,Provincia de Buenos Aires,1 - 2,1 - 2,DBA,Part-Time,6600,437,Bruto,10,,,,,MySQL/MariaDB,No,0,Porcentaje de mi sueldo,4,3,Menos de un sueldo,Performance individual,Uno,10,No,No cambie de empresa,Capacitaciones y/o cursos;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,6640,440,Neto,10,,CSS;HTML;Java;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Comidas pagas/subvencionadas;Horarios flexibles;WFH (Trabajar desde casa)
Mujer,24 - 26,Provincia de Buenos Aires,1 - 2,Menos de un ano,Functional,Part-Time,6700,444,Neto,1001,,,,,,,,,1,1,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,31 - 33,Santiago del Estero,1 - 2,1 - 2,Developer,Part-Time,6720,445,Neto,10,,HTML;Javascript;jQuery;PHP,,,,No,0,Neto,2,3,Un sueldo,semestralemente,No,20,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,6750,447,Bruto,500,,HTML;Java;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,Dos,15,No,No cambie de empresa,Capacitaciones y/o cursos;Laptop
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,6750,447,Bruto,1000,,CSS;HTML;Java;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,1,1,Menos de un sueldo,Performance individual,Uno,13,No,No cambie de empresa,Capacitaciones y/o cursos;Laptop
Hombre,31 - 33,Provincia de Buenos Aires,3 - 5,4 - 5,Developer,Freelance,6800,450,Neto,10,,CSS;HTML;Java;Javascript;jQuery;PHP,,,,No,0,Bruto,1,1,No,No recibo bono,Uno,20,No,No cambie de empresa,Capacitaciones y/o cursos;Laptop
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Full-Time,6800,450,Bruto,200,,.NET;C#;CSS;HTML;Java;Javascript;jQuery;NodeJS,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Capacitaciones y/o cursos
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3 - 5,2 - 3,Monitoreo,Full-Time,6800,450,Neto,10,,,,,,,,,1,1,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa,Bonos por desempeno;Descuentos en gimnasios;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,18 - 20,GBA,Menos de un ano,Menos de un ano,Networking,Part-Time,6800,450,Neto,10,,,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,GBA,3 - 5,2 - 3,SysAdmin / DevOps,Part-Time,6800,450,Neto,10,Linux;Windows,,,,,No,0,Bruto,4,1,No,No recibo bono,No,0,No,No cambie de empresa,Horarios flexibles;Vacaciones en Julio y verano.
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Full-Time,6810,451,Bruto,200,,.NET;C#;CSS;HTML;Java;Javascript;jQuery;NodeJS,,,,No,0,Bruto,2,2,No,No recibo bono,Uno,13,No,No cambie de empresa,Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Analista,Part-Time,7000,464,Neto,1001,,,,,,,,,4,3,Un sueldo,Performance de la compania,Uno,20,No,No cambie de empresa,"Bonos por desempeno;Descuentos en gimnasios;Horarios flexibles;Snacks, golosinas, bebidas, etc"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,DBA,Part-Time,7000,464,Neto,1001,,,,,PostgreSQL,No,0,Porcentaje de mi sueldo,3,3,Menos de un sueldo,Mix de las anteriores,Uno,12,No,No cambie de empresa,"Aumento por inflacion;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Designer,Full-Time,7000,464,Neto,50,,,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa,Viaticos
Hombre,27 - 30,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,7000,464,Bruto,10,,progress,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,No,0,Si,Desafios profesionales,WFH (Trabajar desde casa)
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,7000,464,Neto,10,,.NET;Java;PHP,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,7000,464,Neto,10,,CSS;HTML;Javascript;jQuery;Ruby,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,Uno,15,No,No cambie de empresa,Capacitaciones y/o cursos;Horarios flexibles
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1 - 2,Menos de un ano,Developer,Part-Time,7000,464,Neto,10,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,No,0,Si,Desafios profesionales,"Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Laptop;WFH (Trabajar desde casa)"
Hombre,31 - 33,Tucuman,1 - 2,1 - 2,Developer,Full-Time,7000,464,Neto,10,,Ruby,,,,No,0,Neto,1,1,No,No recibo bono,No,0,Si,Desafios profesionales,Ninguna de las anteriores
Hombre,24 - 26,Chubut,1 - 2,Menos de un ano,Developer,Part-Time,7000,464,Bruto,10,,HTML;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,3,2,De uno a tres sueldos,Desarrollo Terminado,No,0,No,No cambie de empresa,Horarios flexibles
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,Menos de un ano,Developer,Part-Time,7000,464,Neto,50,,CSS;HTML;Javascript;jQuery;PHP;Laravel,,,,No,0,Porcentaje de mi sueldo,2,2,Menos de un sueldo,Mix de las anteriores,No,0,Si,Todas,"Capacitaciones y/o cursos;Clases de idiomas;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5 - 7,2 - 3,Developer,Full-Time,7000,464,Bruto,50,,.NET;C;C#;CSS;HTML;Javascript;PHP,,,,No,0,Bruto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,diseno,Full-Time,7000,464,Bruto,10,,,,,,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,HelpDesk,Part-Time,7000,464,Neto,10,,,,,,No,0,Porcentaje de mi sueldo,3,1,No,No recibo bono,Dos,15,No,No cambie de empresa,Laptop
Hombre,24 - 26,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,HelpDesk,Part-Time,7000,464,Bruto,100,,,,,,"Si, activa",0,Bruto,3,4,No,No recibo bono,Uno,20,No,No cambie de empresa,Abono de celular y/o Internet;Viaticos
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,HelpDesk,Full-Time,7000,464,Neto,100,,,,,,No,0,Neto,2,2,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,QA / Tester,Part-Time,7000,464,Bruto,50,,,Mix,Selenium,,,,,4,5,No,No recibo bono,No,0,No,No cambie de empresa,Comidas pagas/subvencionadas;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,SysAdmin / DevOps,Full-Time,7000,464,Neto,50,Windows,,,,,No,0,Neto,3,2,No,No recibo bono,Dos,0,No,No cambie de empresa,Aumento por inflacion
Mujer,21 - 23,Santa Fe,1 - 2,Menos de un ano,Designer,Full-Time,7000,464,Bruto,10,,,,,,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Cordoba,1 - 2,1 - 2,Developer,Full-Time,7150,473,Neto,50,,.NET;C#;CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Bruto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Cordoba,1 - 2,1 - 2,Developer,Full-Time,7200,477,Neto,50,,.NET;C#;CSS;HTML;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,No,0,No,No cambie de empresa,Clases de idiomas
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1 - 2,Menos de un ano,HelpDesk,Part-Time,7200,477,Neto,10,,,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,Uno,20,No,No cambie de empresa,Laptop
Hombre,27 - 30,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,Storage / Backup,Full-Time,7200,477,Neto,10,,,,,,No,0,Neto,3,4,No,No recibo bono,No,0,Si,Salario,Aumento por inflacion;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;WFH (Trabajar desde casa)
Hombre,24 - 26,Mendoza,1 - 2,1 - 2,SysAdmin / DevOps,Part-Time,7436,492,Bruto,500,*BSD;AIX;HP-UX;Linux;Solaris;Windows;AWS / Rackspace;Azure;Docker / Containers;OpenStack;VMWare,,,,,"Si, pasiva",0,Neto,1,3,No,No recibo bono,Dos,21,No,No cambie de empresa,Sueldo divido en dos pagos por mes
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Analista de sistemas,Full-Time,7500,497,Neto,100,,,,,,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa,"Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Hombre,21 - 23,Cordoba,1 - 2,1 - 2,Developer,Full-Time,7500,497,Neto,10,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,34 - 36,Provincia de Buenos Aires,3 - 5,Menos de un ano,Developer,Part-Time,7500,497,Bruto,50,,C++,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,7500,497,Bruto,50,,Java,,,,No,0,Porcentaje de mi sueldo,1,2,No,No recibo bono,Uno,20,No,No cambie de empresa,"Horarios flexibles;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Full-Time,7500,497,Neto,50,,CSS;HTML;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Cordoba,8 - 10,2 - 3,HelpDesk,Part-Time,7500,497,Neto,10,,,,,,No,0,Bruto,4,3,No,No recibo bono,Uno,14,Si,Salario,Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias);Viaticos
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,HelpDesk,Part-Time,7500,497,Neto,50,,,,,,No,0,Neto,3,3,No,No recibo bono,Uno,25,No,No cambie de empresa,"Snacks, golosinas, bebidas, etc"
Hombre,21 - 23,Cordoba,1 - 2,1 - 2,HelpDesk,Full-Time,7500,497,Bruto,200,,,,,,No,0,Bruto,1,1,No,No recibo bono,No,0,Si,Desafios profesionales,Capacitaciones y/o cursos
Hombre,31 - 33,Tucuman,5 - 7,6 - 7,HelpDesk,Part-Time,7500,497,Neto,500,,,,,,No,0,Neto,3,3,Menos de un sueldo,Performance individual,Uno,20,No,No cambie de empresa,Bonos por desempeno
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,HelpDesk,Part-Time,7500,497,Neto,1001,,,,,,No,0,Bruto,3,2,Menos de un sueldo,Metricas de llamadas,Uno,20,No,No cambie de empresa,Bonos por desempeno
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Networking,Part-Time,7500,497,Bruto,50,,,,,,No,0,Neto,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Clases de idiomas;Descuentos en gimnasios;Snacks, golosinas, bebidas, etc;Ninguna de las anteriores"
Hombre,18 - 20,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,SysAdmin / DevOps,Full-Time,7500,497,Neto,10,Linux;Windows,,,,,No,0,Bruto,3,3,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,46 - 49,GBA,3 - 5,4 - 5,SysAdmin / DevOps,Part-Time,7500,497,Bruto,10,Linux,,,,,No,0,Bruto,4,2,No,No recibo bono,No,0,No,No cambie de empresa,Capacitaciones y/o cursos
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,HelpDesk,Part-Time,7600,503,Neto,500,,,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,No,0,Si,Mayor comodidad,Capacitaciones y/o cursos;Clases de idiomas
Hombre,31 - 33,Provincia de Buenos Aires,8 - 10,3 - 4,SysAdmin / DevOps,Part-Time,7600,503,Neto,200,Linux;Windows,,,,,No,0,Neto,3,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,HelpDesk,Part-Time,7700,510,Neto,200,,,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,25,Si,Mayor comodidad,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,HelpDesk,Part-Time,7700,510,Neto,500,,,,,,No,0,Neto,4,2,Menos de un sueldo,Sindicato,No,0,No,No cambie de empresa,Ninguna de las anteriores
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,7750,513,Neto,100,,Swift,,,,No,0,Neto,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,"Comidas pagas/subvencionadas;Descuentos en gimnasios;Playroom;Snacks, golosinas, bebidas, etc"
Hombre,27 - 30,Misiones,3 - 5,1 - 2,Developer,Part-Time,7800,517,Bruto,10,,CSS;HTML;Javascript;jQuery;Python,,,,No,0,Bruto,2,4,No,No recibo bono,No,0,Si,Salario,Ninguna de las anteriores
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,7800,517,Neto,500,,"PHP;Python;SQL SERVER, VFP9, ASP",,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,Aumento por inflacion;Capacitaciones y/o cursos;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,HelpDesk,Full-Time,7800,517,Neto,200,,,,,,No,0,Neto,3,4,No,No recibo bono,Uno,50,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Provincia de Buenos Aires,8 - 10,Menos de un ano,Networking,Part-Time,7800,517,Neto,1001,,,,,,No,0,Neto,1,1,No,No recibo bono,Uno,10,No,No cambie de empresa,Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,24 - 26,Salta,1 - 2,1 - 2,Designer,Part-Time,7800,517,Neto,10,,,,,,,,,4,3,No,No recibo bono,Mas de dos,35,No,No cambie de empresa,Horarios flexibles
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Full-Time,7800,517,Neto,50,,CSS;HTML;Java;Javascript;jQuery,,,,No,0,Neto,3,3,No,No recibo bono,Uno,15,No,No cambie de empresa,"Capacitaciones y/o cursos;Horarios flexibles;Snacks, golosinas, bebidas, etc"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,7850,520,Neto,100,,CSS;HTML;Javascript;jQuery;Ruby,,,,No,0,Porcentaje de mi sueldo,3,4,No,No recibo bono,Uno,20,No,No cambie de empresa,"Aumento por inflacion;Capacitaciones y/o cursos;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Developer,Part-Time,7916,524,Neto,100,,Java;Angular,,,,No,0,Porcentaje de mi sueldo,1,2,No,No recibo bono,Uno,25,No,No cambie de empresa,"Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc"
