Me identifico,Tengo,Dónde estás trabajando,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,Trabajo de,Plataformas,Lenguajes de programación,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,¿Qué SO usás en tu laptop/PC para trabajar?,¿Y en tu celular?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en lo que va de 2019?,¿De qué % fue el ajuste?,¿En qué mes fue el último ajuste?,¿Sufriste o presenciaste situaciones de violencia laboral?,Orientación sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿A qué eventos de tecnología asististe en el último año?,Cantidad de empleados,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,¿A cuántos kilómetros de tu casa queda la oficina?,Beneficios extra,"¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento, en tu ciudad?"
Hombre,21,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,"Sí, los pagó un empleador",No,Sí,Business Analyst,Automation Anywhere,,,,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,18000,16000,2,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,,11-50,Servicios / Consultoría de Software / Digital,7,7,30,"Capacitaciones y/o cursos, Clases de idiomas, Viajes al exterior, WFH (Trabajar desde casa)",
Mujer,26,Ciudad Autónoma de Buenos Aires,1,1,1,0,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,No,No,Sí,Developer,"Docker, Linux","HTML, Java, Javascript, Python","Hibernate, jQuery, Spring","MongoDB, PostgreSQL",JUnit,IntelliJ,Linux,Android,"Sí, pasiva",0,Bruto,Part-Time,18000,18000,1,1,No,No recibo bono,Uno,20,4,Jamás,Heterosexual,,,ECI,1-10,Producto basado en Software,8,8,53,"Horarios flexibles, WFH (Trabajar desde casa)",
Hombre,29,GBA,0,0,0,0,Secundario,Completado,Programador full Stack ,,"Sí, de forma particular",No,Sí,Developer,,"CSS, HTML, Javascript, PHP, SQL","Bootstrap, Laravel, WordPress","MariaDB, MySQL",,"Sublime Text, Visual Studio Code",Windows,iOS,No,0,Bruto,Full-Time,18000,18000,2,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,,1-10,Producto basado en Software,9,9,2,Comidas pagas / subvencionadas,
Hombre,30,Neuquén,6,2,2,90,Universitario,Incompleto,,UNCOMA - Universidad Nacional del Comahue,"Sí, de forma particular",No,Sí,SysAdmin / DevOps / SRE,"VMWare, Windows Server",".NET, C++, HTML, PHP",".NET Core, jQuery, Laravel, WordPress","MSSQL, SQLite",,,Windows,Android,No,0,Neto,Full-Time,18000,23000,2,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,,101-200,Otras industrias,4,9,23,Ninguna de las anteriores,
Hombre,23,Córdoba,0,0,0,0,Universitario,En curso,Ingeniería en Informática,IUA - Instituto Universitario Aeronáutico,No,No,No,Developer,Linux,"HTML, TypeScript",Angular,,,"IntelliJ, Visual Studio Code",Linux,iOS,No,0,Bruto,Part-Time,18000,180000,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,Ninguno,51-100,Servicios / Consultoría de Software / Digital,8,8,-1,Ninguna de las anteriores,
Hombre,23,Ciudad Autónoma de Buenos Aires,2,2,2,0,Secundario,Completado,,,"Sí, de forma particular",No,No,HelpDesk,,,,,,,Windows,Android,No,0,Porcentaje de mi sueldo,Part-Time,19000,16000,1,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,1001-2000,Servicios / Consultoría de Software / Digital,4,9,5,Ninguna de las anteriores,
Hombre,20,Ciudad Autónoma de Buenos Aires,1,1,1,0,Secundario,Completado,,,"Sí, de forma particular",No,No,HelpDesk,"Azure, VMWare",,,,,,Windows,Android,No,0,Neto,Full-Time,19000,17000,3,2,Menos de un sueldo,Presentismo ,No,0,0,Jamás,Heterosexual,,,,1-10,Servicios / Consultoría de Software / Digital,8,10,9,"Viáticos, WFH (Trabajar desde casa)",Microsoft
Hombre,22,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,En curso,Ingeniería en Informática,ITBA - Instituto Tecnológico de Buenos Aires,No,No,Sí,Developer,"Docker, Linux",Python,Django,"PostgreSQL, Redis",Postman,PyCharm,Linux,Android,No,0,Porcentaje de mi sueldo,Part-Time,19000,19000,2,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,PyconAr,11-50,Servicios / Consultoría de Software / Digital,10,10,2,"Comidas pagas / subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)",
Mujer,22,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,No,Developer,Windows Server,.NET,.NET Core,MySQL,,"Visual Studio, Visual Studio Code",Windows,No tengo celular / no es Smartphone,No,0,Neto,Part-Time,19000,19000,3,3,No,No recibo bono,Uno,21,6,Jamás,Heterosexual,,,,201-500,Servicios / Consultoría de Software / Digital,8,8,4,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,27,Córdoba,4,4,4,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Networking,"Linux, VMWare, Windows Server",,WordPress,MSSQL,,,Windows,Android,No,0,Porcentaje de mi sueldo,Part-Time,19000,19000,1,1,No,No recibo bono,Uno,30,3,Jamás,Heterosexual,,No,Ninguno,51-100,Otras industrias,5,7,1,"Horarios flexibles, Sueldo divido en dos pagos por mes",
Hombre,31,Misiones,6,6,6,0,Terciario,Incompleto,Analista de Sistemas,,"Sí, de forma particular",No,Sí,Docente,,"CSS, HTML, Javascript, PHP, SQL",Bootstrap,"MySQL, SQLite",,"Notepad++, Sublime Text, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,19065,15443,3,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,51-100,Otras industrias,8,2,3,Ninguna de las anteriores,
Hombre,26,Córdoba,2,1,0,2,Terciario,En curso,Tecnicatura en Informática,UNCa - Universidad Nacional de Catamarca,No,No,Sí,"Technical Leader, Recruiter y Responsable Tecnico","Azure, VMWare, Windows Server, Citrix Provisioning Services","HTML, Javascript, PHP, SQL","Bootstrap, WordPress",MySQL,,"Android Studio, Atom, IPython / Jupyter, Notepad++, Sublime Text, Visual Studio, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,19200,15920,2,3,Menos de un sueldo,Comisiones sobre las comisiones del equipo comercial a mi cargo,No,0,0,En un trabajo anterior,Heterosexual,,No,,101-200,Servicios / Consultoría de Software / Digital,7,5,2,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","Globant, Mercado Libre"
Mujer,56,Ciudad Autónoma de Buenos Aires,25,0,0,0,Posgrado,Completado,master en ciencias de la información,Universidad de La Habana,"Sí, de forma particular",No,No,encuestador,Windows Server,Javascript,Hibernate,Google Cloud Storage,Watir,Android Studio,Windows,Android,No,0,Bruto,Full-Time,19200,19200,2,1,No,No recibo bono,Uno,0.5,6,Jamás,Heterosexual,Visual,Sí,never,51-100,Otras industrias,3,3,5,Ninguna de las anteriores,
Hombre,23,Córdoba,2,2,0,4,Terciario,En curso,,,"Sí, los pagó un empleador",No,No,HelpDesk,"Google Cloud Platform/App Engine, VMWare, Windows Server",,,,,,Windows,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,19294,18000,2,2,No,No recibo bono,No,0,0,En mi trabajo actual,Heterosexual,,,"Presencial, ninguno. He seguido por internet E3, Sillicon Valley, los mas reconocidos",1-10,Servicios / Consultoría de Software / Digital,6,8,6,"Capacitaciones y/o cursos, Viáticos",Vates
Hombre,32,Ciudad Autónoma de Buenos Aires,3,3,1,0,Secundario,Completado,,,"Sí, de forma particular",No,Sí,HelpDesk,"Amazon Web Services, Linux, VMWare, Windows Server","HTML, Java, Javascript, SQL",WordPress,MySQL,,"NetBeans, Notepad++",Windows,Android,No,0,Bruto,Full-Time,19500,16500,1,1,No,No recibo bono,Uno,15,6,Jamás,Heterosexual,,No,,1-10,Producto basado en Software,7,10,25,Horarios flexibles,
Hombre,21,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,No,Developer,Windows Server,"C#, Javascript, SQL",jQuery,MySQL,,Notepad++,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,19600,16100,3,3,No,No recibo bono,Uno,20,3,En un trabajo anterior,Heterosexual,,,,11-50,Servicios / Consultoría de Software / Digital,8,8,15,"Capacitaciones y/o cursos, WFH (Trabajar desde casa)",
Mujer,23,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,En curso,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,No,No,Sí,Finance,,SQL,,Oracle,,,Windows,Android,No,0,Neto,Part-Time,19700,19700,3,3,No,No recibo bono,Uno,10.5,6,Jamás,Heterosexual,,,"TCO 2019,  Code por good (jp morgan), R lados meet up",2001-5000,Otras industrias,7,9,7,"Clases de idiomas, Horarios flexibles, Lactario en la oficina, Snacks, golosinas, bebidas","Medallia, jampp,mulesoft, real trends"
Hombre,38,Ciudad Autónoma de Buenos Aires,3,2,1,5,Terciario,Completado,Analista de Sistemas,UBA - Universidad de Buenos Aires,"Sí, de forma particular",No,No,QA / Tester,Google Cloud Platform/App Engine,,,,PHPUnit,"IPython / Jupyter, PHPStorm",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,19800,16500,1,1,No,No recibo bono,Uno,19,4,En mi trabajo actual,Heterosexual,Visual,No,,51-100,Servicios / Consultoría de Software / Digital,3,7,24,Ninguna de las anteriores,Mercado Libre
Mujer,23,Mendoza,0,0,0,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",No,No,QA / Tester,OpenShift,"Python, TypeScript",jQuery,,"Appium, JUnit, Postman, Selenium",Sublime Text,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Part-Time,20000,13915,3,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,501-1000,Producto basado en Software,10,10,3,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,37,Ciudad Autónoma de Buenos Aires,15,4,8,0,Universitario,En curso,Licenciatura en Informática,UAI - Universidad Abierta Interamericana,"Sí, los pagó un empleador",No,No,DBA,"Linux, VMWare, Windows Server",SQL,,"IBM Db2, MariaDB, MSSQL, MongoDB, MySQL, Oracle",,Visual Studio,Windows,iOS,"Sí, pasiva",0,Bruto,Full-Time,20000,15000,1,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,201-500,Otras industrias,1,1,15,Ninguna de las anteriores,
Mujer,26,Ciudad Autónoma de Buenos Aires,2,0,0,0,Universitario,En curso,,UBA - Universidad de Buenos Aires,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Recruiter / HR,,,,,,,Windows,Android,No,0,Bruto,Full-Time,20000,16000,2,2,Menos de un sueldo,Performance individual,No,0,0,Jamás,Heterosexual,,No,meetups,1-10,Servicios / Consultoría de Software / Digital,8,10,8,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,27,Jujuy,0,0,0,0,Universitario,En curso,Ingeniería en Informática,UNJu - Universidad Nacional de Jujuy,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,Windows Server,".NET, C#, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap",MSSQL,,"Visual Studio, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),20000,16000,3,3,No,No recibo bono,Uno,8,6,Jamás,Heterosexual,,,,201-500,Servicios / Consultoría de Software / Digital,9,9,5,"Clases de idiomas, Viáticos, WFH (Trabajar desde casa)",
Hombre,26,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,No,No,No,Developer,,C#,,MySQL,,Visual Studio,Windows,Android,No,0,Neto,Part-Time,20000,16500,3,2,Menos de un sueldo,Performance de la compañía,Dos,30,6,Jamás,Heterosexual,,No,,11-50,Producto basado en Software,6,5,20,Horarios flexibles,
Mujer,23,Ciudad Autónoma de Buenos Aires,0,0,0,0,Terciario,En curso,Analista de Sistemas,Instituto tecnológico Beltrán ,"Sí, de forma particular",No,No,Developer,Ab initio ,"Bash/Shell, SQL",Hadoop,"MySQL, Teradata",,Ab initio ,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,20000,16600,1,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,Sí,,101-200,Servicios / Consultoría de Software / Digital,7,10,8,Clases de idiomas,Oracle
Mujer,28,Provincia de Buenos Aires,0,0,0,0,Universitario,Incompleto,,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,"Sí, de forma particular",No,No,Developer,"Docker, Linux","CSS, HTML, Javascript, PHP, SQL","jQuery, Magento 2,knockout.js",MySQL,,PHPStorm,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,20000,16700,1,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,51-100,Servicios / Consultoría de Software / Digital,5,10,0,Clases de idiomas,
Hombre,21,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,En curso,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,No,Sí,Sí,QA / Tester,,SQL,,,,,Windows,Android,No,0,Bruto,Full-Time,20000,17000,3,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,,51-100,Producto basado en Software,10,10,10,"Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas",
Hombre,26,Provincia de Buenos Aires,2,1,1,0,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,No,No,Sí,Data Scientist / Data Engineer,Linux,Java,Angular,MySQL,,PHPStorm,Linux,Android,No,0,Bruto,Full-Time,20000,17000,2,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,Uba ciencias de la computación ,1-10,Producto basado en Software,8,10,16,Capacitaciones y/o cursos,
Hombre,20,Ciudad Autónoma de Buenos Aires,1,0,0,0,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,No,No,No,BI Analyst / Data Analyst,,SQL,,Oracle,,Notepad++,Windows,Android,No,0,Neto,Full-Time,20000,17500,1,1,No,No recibo bono,Uno,15,4,Jamás,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,8,8,45,"Clases de idiomas, Gimnasios gratuitos / subvencionados",
Hombre,32,San Juan,7,2,2,0,Secundario,Completado,Tecnicatura Electrónica,,"Sí, de forma particular",No,No,Networking,Linux,,,,,Notepad++,Windows,Android,No,0,Bruto,Full-Time,20000,17500,2,1,No,No recibo bono,No,0,3,En un trabajo anterior,Heterosexual,,No,,201-500,Otras industrias,4,8,4,ninguno,
Mujer,26,Córdoba,3,2,2,5,Terciario,Completado,Tecnicatura Electrónica,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",Sí,Sí,Technical Leader,"OpenStack, Windows Server","C++, HTML, Java, Objective-C",Django,SQLite,Visual Studio Coded UI,Android Studio,Windows,Android,No,0,Bruto,Part-Time,20000,18000,2,2,Menos de un sueldo,Mix de las anteriores,No,0,0,En un trabajo anterior,Heterosexual,ninguna,No,wids,51-100,Servicios / Consultoría de Software / Digital,5,5,10,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Playroom",
Hombre,24,Ciudad Autónoma de Buenos Aires,1,1,1,0,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,No,No,No,Soporte de aplicaciones,"Linux, Mainframe, Windows Server","Bash/Shell, Python",,"MongoDB, Q","Postman, Selenium",Eclipse,Windows,Android,No,0,Porcentaje de mi sueldo,Part-Time,20000,20000,4,3,No,No recibo bono,Más de dos,0,1,Jamás,Heterosexual,,,,501-1000,Producto basado en Software,10,10,2,"Capacitaciones y/o cursos, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Viajes al exterior, WFH (Trabajar desde casa), Multiples eventos con comida gratis :D",
Hombre,44,GBA,20,5,5,0,Universitario,Completado,Licenciatura en Sistemas de Información,UCAECE - Centro de Altos Estudios en Ciencias Exactas,"Sí, de forma particular",No,Sí,Consultant,"Linux, VMWare","HTML, PHP, Python, SQL",,"MySQL, PostgreSQL",,"Notepad++, Vim",Windows,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Part-Time,20000,20000,2,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,101-200,Otras industrias,5,8,20,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,26,Mendoza,4,0,0,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",Sí,Sí,Developer,"Linux, Windows Server","HTML, Javascript, PHP, SQL, TypeScript","Bootstrap, jQuery, Laravel","MySQL, Redis","PHPUnit, Postman","Notepad++, Sublime Text",Windows,Android,No,0,Bruto,Freelance,20000,20000,1,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,,1-10,Servicios / Consultoría de Software / Digital,1,10,-1,"Horarios flexibles, WFH (Trabajar desde casa)",Mercado Libre
Hombre,28,Córdoba,2,2,2,0,Terciario,Incompleto,Diseño Multimedial,IES Siglo 21,"Sí, de forma particular",No,No,Designer,,"CSS, HTML, Javascript","Bootstrap, WordPress",MySQL,,"Atom, Visual Studio Code",Windows,iOS,"Sí, pasiva",0,Bruto,Full-Time,20294,19000,2,1,Menos de un sueldo,Comisión por trabajos grandes a clientes nuevos ,No,0,0,Jamás,Heterosexual,Visual,No,Ninguno,11-50,Servicios / Consultoría de Software / Digital,7,6,3,"Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles",
Hombre,24,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,No,No,No,QA / Tester,"Amazon Web Services, Linux",Javascript,"Angular, Node.js, TensorFlow",MongoDB,Postman,"IntelliJ, RStudio, Sublime Text",Mac OS X,Android,No,0,Porcentaje de mi sueldo,Part-Time,20800,17250,3,3,No,No recibo bono,Uno,15,6,Jamás,Heterosexual,,,"AWS Builders Day, Foro IT Salud",1-10,Producto basado en Software,8,10,1,"Horarios flexibles, WFH (Trabajar desde casa)","De las grandes Medallia, después otras más chicas."
Hombre,38,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,Completado,Licenciatura en Comunicación Social,UNQ - Universidad Nacional de Quilmes,"Sí, de forma particular",No,No,QA / Tester,,,,,,,Windows,Android,No,0,Bruto,Part-Time,21000,17000,2,1,No,No recibo bono,Uno,15,3,En un trabajo anterior,Homosexual,,,,51-100,Servicios / Consultoría de Software / Digital,7,8,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",
Hombre,20,GBA,3,0,0,0,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,"Sí, de forma particular",No,Sí,Data Scientist / Data Engineer,"Amazon Web Services, Linux","HTML, Javascript, Python, Ruby","Bootstrap, TensorFlow, Torch, Vue.js","MySQL, Percona Server",,Sublime Text,Linux,iOS,No,0,Porcentaje de mi sueldo,Part-Time,21000,17000,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,,11-50,Servicios / Consultoría de Software / Digital,9,10,5,"Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados",
Hombre,26,Río Negro,10,7,7,0,Universitario,En curso,Tecnicatura universitaria en Administracion de sistrmas y Software libre,UNCOMA - Universidad Nacional del Comahue,"Sí, de forma particular",Sí,Sí,Manager / Director,"Docker, Linux","Bash/Shell, Javascript, PHP, Python",Node.js,"MariaDB, MySQL, PostgreSQL",Test Complete,"Atom, Nano, Sublime Text, Vim",Linux,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,21000,18000,1,1,No,No recibo bono,No,0,1,En mi trabajo actual,Heterosexual,,,Introduccione a Blockchains y Las criptomonedas,1-10,Otras industrias,1,1,10,Ninguna de las anteriores,No tienen :'( 
Hombre,27,Jujuy,2,1,1,0,Universitario,Completado,Analista Programador Universitario,UNJu - Universidad Nacional de Jujuy,No,No,Sí,Developer,Windows Server,".NET, C#, CSS, HTML, Javascript, PHP",".NET Core, Bootstrap, jQuery",MySQL,,"Sublime Text, Visual Studio, Visual Studio Code",Windows,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,21000,21000,3,2,No,No recibo bono,Dos,5,2,Jamás,Heterosexual,,,,11-50,Producto basado en Software,7,7,5,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)",
Hombre,45,Mendoza,25,10,2,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,,"Sí, los pagó un empleador",No,Sí,Technical Leader,"Amazon Web Services, Linux, Windows Server",Bash/Shell,,"MariaDB, MySQL, PostgreSQL",,Vim,Linux,Android,"Sí, pasiva",0,Bruto,Full-Time,21000,,2,2,Un sueldo,Performance individual,Uno,6,6,En un trabajo anterior,Homosexual,,,,2001-5000,Otras industrias,6,6,7,"Capacitaciones y/o cursos, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
